image_path,cluster_id,emotion
final_dataset\disgust_5976.jpg,1,Stressed
final_dataset\disgust_5972.jpg,1,Stressed
final_dataset\disgust_5974.jpg,1,Stressed
final_dataset\disgust_5979.jpg,4,Calm
final_dataset\disgust_5977.jpg,1,Stressed
final_dataset\disgust_5978.jpg,4,Calm
final_dataset\disgust_5980.jpg,2,Neutral
final_dataset\disgust_5985.jpg,1,Stressed
final_dataset\disgust_5981.jpg,4,Calm
final_dataset\disgust_5982.jpg,2,Neutral
final_dataset\disgust_5983.jpg,2,Neutral
final_dataset\disgust_5989.jpg,0,Surprised
final_dataset\disgust_5984.jpg,1,Stressed
final_dataset\disgust_5986.jpg,2,Neutral
final_dataset\disgust_5991.jpg,5,Sad
final_dataset\disgust_5987.jpg,0,Surprised
final_dataset\disgust_5993.jpg,3,Angry
final_dataset\disgust_5992.jpg,2,Neutral
final_dataset\disgust_5988.jpg,4,Calm
final_dataset\disgust_5990.jpg,6,Happy
final_dataset\disgust_5999.jpg,4,Calm
final_dataset\disgust_6000.jpg,2,Neutral
final_dataset\disgust_5998.jpg,4,Calm
final_dataset\disgust_5995.jpg,2,Neutral
final_dataset\disgust_5997.jpg,2,Neutral
final_dataset\disgust_5994.jpg,4,Calm
final_dataset\disgust_6001.jpg,1,Stressed
final_dataset\disgust_5996.jpg,1,Stressed
final_dataset\disgust_6003.jpg,1,Stressed
final_dataset\disgust_6002.jpg,2,Neutral
final_dataset\disgust_6004.jpg,1,Stressed
final_dataset\disgust_6005.jpg,2,Neutral
final_dataset\disgust_6008.jpg,5,Sad
final_dataset\disgust_6010.jpg,3,Angry
final_dataset\disgust_6006.jpg,0,Surprised
final_dataset\disgust_6007.jpg,2,Neutral
final_dataset\disgust_6009.jpg,1,Stressed
final_dataset\disgust_6014.jpg,2,Neutral
final_dataset\disgust_6013.jpg,2,Neutral
final_dataset\disgust_6011.jpg,4,Calm
final_dataset\disgust_6012.jpg,2,Neutral
final_dataset\disgust_6015.jpg,2,Neutral
final_dataset\disgust_6016.jpg,3,Angry
final_dataset\disgust_6022.jpg,4,Calm
final_dataset\disgust_6018.jpg,2,Neutral
final_dataset\disgust_6017.jpg,2,Neutral
final_dataset\disgust_6019.jpg,2,Neutral
final_dataset\disgust_6021.jpg,1,Stressed
final_dataset\disgust_6028.jpg,2,Neutral
final_dataset\disgust_6023.jpg,2,Neutral
final_dataset\disgust_6026.jpg,4,Calm
final_dataset\disgust_6020.jpg,2,Neutral
final_dataset\disgust_6025.jpg,2,Neutral
final_dataset\disgust_6027.jpg,2,Neutral
final_dataset\disgust_6034.jpg,6,Happy
final_dataset\disgust_6030.jpg,2,Neutral
final_dataset\disgust_6032.jpg,4,Calm
final_dataset\disgust_6035.jpg,2,Neutral
final_dataset\disgust_6036.jpg,2,Neutral
final_dataset\disgust_6024.jpg,1,Stressed
final_dataset\disgust_6039.jpg,2,Neutral
final_dataset\disgust_6037.jpg,4,Calm
final_dataset\disgust_6038.jpg,4,Calm
final_dataset\disgust_6029.jpg,2,Neutral
final_dataset\disgust_6033.jpg,2,Neutral
final_dataset\disgust_6031.jpg,0,Surprised
final_dataset\disgust_6040.jpg,2,Neutral
final_dataset\disgust_6046.jpg,2,Neutral
final_dataset\disgust_6047.jpg,6,Happy
final_dataset\disgust_6048.jpg,4,Calm
final_dataset\disgust_6041.jpg,4,Calm
final_dataset\disgust_6042.jpg,4,Calm
final_dataset\disgust_6044.jpg,2,Neutral
final_dataset\disgust_6043.jpg,4,Calm
final_dataset\disgust_6052.jpg,2,Neutral
final_dataset\disgust_6045.jpg,2,Neutral
final_dataset\disgust_6051.jpg,4,Calm
final_dataset\disgust_6058.jpg,3,Angry
final_dataset\disgust_6049.jpg,1,Stressed
final_dataset\disgust_6050.jpg,2,Neutral
final_dataset\disgust_6056.jpg,0,Surprised
final_dataset\disgust_6055.jpg,0,Surprised
final_dataset\disgust_6053.jpg,1,Stressed
final_dataset\disgust_6054.jpg,2,Neutral
final_dataset\disgust_6059.jpg,2,Neutral
final_dataset\disgust_6057.jpg,4,Calm
final_dataset\disgust_6065.jpg,0,Surprised
final_dataset\disgust_6064.jpg,0,Surprised
final_dataset\disgust_6062.jpg,0,Surprised
final_dataset\disgust_6063.jpg,1,Stressed
final_dataset\disgust_6061.jpg,2,Neutral
final_dataset\disgust_6060.jpg,4,Calm
final_dataset\disgust_6066.jpg,3,Angry
final_dataset\disgust_6071.jpg,1,Stressed
final_dataset\disgust_6067.jpg,1,Stressed
final_dataset\disgust_6070.jpg,0,Surprised
final_dataset\disgust_6073.jpg,6,Happy
final_dataset\disgust_6068.jpg,2,Neutral
final_dataset\disgust_6069.jpg,0,Surprised
final_dataset\disgust_6072.jpg,2,Neutral
final_dataset\disgust_6075.jpg,1,Stressed
final_dataset\disgust_6074.jpg,0,Surprised
final_dataset\disgust_6079.jpg,2,Neutral
final_dataset\disgust_6082.jpg,2,Neutral
final_dataset\disgust_6084.jpg,1,Stressed
final_dataset\disgust_6083.jpg,2,Neutral
final_dataset\disgust_6076.jpg,4,Calm
final_dataset\disgust_6078.jpg,4,Calm
final_dataset\disgust_6080.jpg,2,Neutral
final_dataset\disgust_6077.jpg,1,Stressed
final_dataset\disgust_6081.jpg,4,Calm
final_dataset\disgust_6085.jpg,2,Neutral
final_dataset\disgust_6088.jpg,2,Neutral
final_dataset\disgust_6086.jpg,0,Surprised
final_dataset\disgust_6087.jpg,2,Neutral
final_dataset\disgust_6089.jpg,1,Stressed
final_dataset\disgust_6090.jpg,2,Neutral
final_dataset\disgust_6094.jpg,1,Stressed
final_dataset\disgust_6091.jpg,2,Neutral
final_dataset\disgust_6092.jpg,1,Stressed
final_dataset\disgust_6093.jpg,2,Neutral
final_dataset\disgust_6096.jpg,4,Calm
final_dataset\disgust_6100.jpg,2,Neutral
final_dataset\disgust_6095.jpg,4,Calm
final_dataset\disgust_6097.jpg,0,Surprised
final_dataset\disgust_6098.jpg,0,Surprised
final_dataset\disgust_6103.jpg,2,Neutral
final_dataset\disgust_6099.jpg,4,Calm
final_dataset\disgust_6101.jpg,6,Happy
final_dataset\disgust_6102.jpg,2,Neutral
final_dataset\disgust_6105.jpg,2,Neutral
final_dataset\disgust_6104.jpg,2,Neutral
final_dataset\disgust_6112.jpg,1,Stressed
final_dataset\disgust_6106.jpg,1,Stressed
final_dataset\disgust_6108.jpg,0,Surprised
final_dataset\disgust_6114.jpg,2,Neutral
final_dataset\disgust_6113.jpg,2,Neutral
final_dataset\disgust_6107.jpg,4,Calm
final_dataset\disgust_6110.jpg,4,Calm
final_dataset\disgust_6109.jpg,2,Neutral
final_dataset\disgust_6111.jpg,4,Calm
final_dataset\disgust_6121.jpg,2,Neutral
final_dataset\disgust_6115.jpg,2,Neutral
final_dataset\disgust_6117.jpg,4,Calm
final_dataset\disgust_6119.jpg,2,Neutral
final_dataset\disgust_6116.jpg,2,Neutral
final_dataset\disgust_6120.jpg,2,Neutral
final_dataset\disgust_6123.jpg,4,Calm
final_dataset\disgust_6118.jpg,2,Neutral
final_dataset\disgust_6126.jpg,2,Neutral
final_dataset\disgust_6124.jpg,2,Neutral
final_dataset\disgust_6122.jpg,5,Sad
final_dataset\disgust_6125.jpg,1,Stressed
final_dataset\disgust_6130.jpg,4,Calm
final_dataset\disgust_6127.jpg,4,Calm
final_dataset\disgust_6134.jpg,4,Calm
final_dataset\disgust_6131.jpg,0,Surprised
final_dataset\disgust_6129.jpg,1,Stressed
final_dataset\disgust_6128.jpg,4,Calm
final_dataset\disgust_6133.jpg,1,Stressed
final_dataset\disgust_6132.jpg,4,Calm
final_dataset\disgust_6139.jpg,4,Calm
final_dataset\disgust_6135.jpg,3,Angry
final_dataset\disgust_6136.jpg,2,Neutral
final_dataset\disgust_6137.jpg,4,Calm
final_dataset\disgust_6140.jpg,1,Stressed
final_dataset\disgust_6138.jpg,4,Calm
final_dataset\disgust_6141.jpg,2,Neutral
final_dataset\disgust_6142.jpg,3,Angry
final_dataset\disgust_6143.jpg,2,Neutral
final_dataset\disgust_6150.jpg,2,Neutral
final_dataset\disgust_6144.jpg,2,Neutral
final_dataset\disgust_6145.jpg,2,Neutral
final_dataset\disgust_6149.jpg,4,Calm
final_dataset\disgust_6146.jpg,2,Neutral
final_dataset\disgust_6152.jpg,2,Neutral
final_dataset\disgust_6151.jpg,0,Surprised
final_dataset\disgust_6147.jpg,4,Calm
final_dataset\disgust_6148.jpg,2,Neutral
final_dataset\disgust_6153.jpg,1,Stressed
final_dataset\disgust_6154.jpg,2,Neutral
final_dataset\disgust_6155.jpg,0,Surprised
final_dataset\disgust_6163.jpg,0,Surprised
final_dataset\disgust_6161.jpg,2,Neutral
final_dataset\disgust_6162.jpg,2,Neutral
final_dataset\disgust_6156.jpg,2,Neutral
final_dataset\disgust_6158.jpg,2,Neutral
final_dataset\disgust_6157.jpg,2,Neutral
final_dataset\disgust_6160.jpg,0,Surprised
final_dataset\disgust_6159.jpg,4,Calm
final_dataset\disgust_6164.jpg,1,Stressed
final_dataset\disgust_6170.jpg,2,Neutral
final_dataset\disgust_6166.jpg,1,Stressed
final_dataset\disgust_6165.jpg,0,Surprised
final_dataset\disgust_6167.jpg,1,Stressed
final_dataset\disgust_6168.jpg,4,Calm
final_dataset\disgust_6173.jpg,2,Neutral
final_dataset\disgust_6174.jpg,4,Calm
final_dataset\disgust_6172.jpg,2,Neutral
final_dataset\disgust_6171.jpg,1,Stressed
final_dataset\disgust_6169.jpg,2,Neutral
final_dataset\disgust_6177.jpg,4,Calm
final_dataset\disgust_6179.jpg,1,Stressed
final_dataset\disgust_6175.jpg,1,Stressed
final_dataset\disgust_6176.jpg,2,Neutral
final_dataset\disgust_6178.jpg,2,Neutral
final_dataset\disgust_6182.jpg,3,Angry
final_dataset\disgust_6185.jpg,3,Angry
final_dataset\disgust_6180.jpg,1,Stressed
final_dataset\disgust_6181.jpg,1,Stressed
final_dataset\disgust_6183.jpg,1,Stressed
final_dataset\disgust_6189.jpg,2,Neutral
final_dataset\disgust_6186.jpg,2,Neutral
final_dataset\disgust_6184.jpg,3,Angry
final_dataset\disgust_6191.jpg,1,Stressed
final_dataset\disgust_6187.jpg,1,Stressed
final_dataset\disgust_6188.jpg,2,Neutral
final_dataset\disgust_6192.jpg,2,Neutral
final_dataset\disgust_6190.jpg,6,Happy
final_dataset\disgust_6195.jpg,2,Neutral
final_dataset\disgust_6196.jpg,3,Angry
final_dataset\disgust_6194.jpg,0,Surprised
final_dataset\disgust_6193.jpg,4,Calm
final_dataset\disgust_6199.jpg,2,Neutral
final_dataset\disgust_6197.jpg,1,Stressed
final_dataset\disgust_6200.jpg,0,Surprised
final_dataset\disgust_6198.jpg,2,Neutral
final_dataset\disgust_6201.jpg,1,Stressed
final_dataset\disgust_6203.jpg,2,Neutral
final_dataset\disgust_6202.jpg,2,Neutral
final_dataset\disgust_6205.jpg,2,Neutral
final_dataset\disgust_6204.jpg,1,Stressed
final_dataset\disgust_6210.jpg,0,Surprised
final_dataset\disgust_6207.jpg,3,Angry
final_dataset\disgust_6206.jpg,2,Neutral
final_dataset\disgust_6214.jpg,2,Neutral
final_dataset\disgust_6209.jpg,2,Neutral
final_dataset\disgust_6208.jpg,1,Stressed
final_dataset\disgust_6216.jpg,4,Calm
final_dataset\disgust_6215.jpg,1,Stressed
final_dataset\disgust_6212.jpg,0,Surprised
final_dataset\disgust_6211.jpg,4,Calm
final_dataset\disgust_6213.jpg,2,Neutral
final_dataset\disgust_6218.jpg,2,Neutral
final_dataset\disgust_6221.jpg,2,Neutral
final_dataset\disgust_6217.jpg,2,Neutral
final_dataset\disgust_6219.jpg,1,Stressed
final_dataset\disgust_6220.jpg,2,Neutral
final_dataset\disgust_6225.jpg,2,Neutral
final_dataset\disgust_6222.jpg,2,Neutral
final_dataset\disgust_6226.jpg,1,Stressed
final_dataset\disgust_6223.jpg,4,Calm
final_dataset\disgust_6224.jpg,2,Neutral
final_dataset\disgust_6230.jpg,2,Neutral
final_dataset\disgust_6227.jpg,2,Neutral
final_dataset\disgust_6229.jpg,2,Neutral
final_dataset\disgust_6235.jpg,2,Neutral
final_dataset\disgust_6228.jpg,2,Neutral
final_dataset\disgust_6236.jpg,2,Neutral
final_dataset\disgust_6231.jpg,1,Stressed
final_dataset\disgust_6232.jpg,2,Neutral
final_dataset\disgust_6233.jpg,2,Neutral
final_dataset\disgust_6234.jpg,1,Stressed
final_dataset\disgust_6237.jpg,1,Stressed
final_dataset\disgust_6245.jpg,2,Neutral
final_dataset\disgust_6239.jpg,1,Stressed
final_dataset\disgust_6238.jpg,0,Surprised
final_dataset\disgust_6243.jpg,1,Stressed
final_dataset\disgust_6240.jpg,0,Surprised
final_dataset\disgust_6241.jpg,2,Neutral
final_dataset\disgust_6242.jpg,4,Calm
final_dataset\disgust_6246.jpg,2,Neutral
final_dataset\disgust_6244.jpg,0,Surprised
final_dataset\disgust_6252.jpg,0,Surprised
final_dataset\disgust_6248.jpg,4,Calm
final_dataset\disgust_6247.jpg,2,Neutral
final_dataset\disgust_6249.jpg,2,Neutral
final_dataset\disgust_6250.jpg,1,Stressed
final_dataset\disgust_6251.jpg,2,Neutral
final_dataset\disgust_6253.jpg,4,Calm
final_dataset\disgust_6258.jpg,2,Neutral
final_dataset\disgust_6256.jpg,2,Neutral
final_dataset\disgust_6254.jpg,2,Neutral
final_dataset\disgust_6255.jpg,4,Calm
final_dataset\disgust_6260.jpg,2,Neutral
final_dataset\disgust_6259.jpg,2,Neutral
final_dataset\disgust_6257.jpg,0,Surprised
final_dataset\disgust_6264.jpg,4,Calm
final_dataset\disgust_6261.jpg,1,Stressed
final_dataset\disgust_6268.jpg,4,Calm
final_dataset\disgust_6267.jpg,2,Neutral
final_dataset\disgust_6263.jpg,4,Calm
final_dataset\disgust_6262.jpg,0,Surprised
final_dataset\disgust_6265.jpg,1,Stressed
final_dataset\disgust_6266.jpg,2,Neutral
final_dataset\disgust_6270.jpg,1,Stressed
final_dataset\disgust_6269.jpg,1,Stressed
final_dataset\disgust_6272.jpg,4,Calm
final_dataset\disgust_6276.jpg,1,Stressed
final_dataset\disgust_6273.jpg,2,Neutral
final_dataset\disgust_6271.jpg,4,Calm
final_dataset\disgust_6275.jpg,1,Stressed
final_dataset\disgust_6274.jpg,2,Neutral
final_dataset\disgust_6282.jpg,1,Stressed
final_dataset\disgust_6277.jpg,2,Neutral
final_dataset\disgust_6278.jpg,1,Stressed
final_dataset\disgust_6279.jpg,6,Happy
final_dataset\disgust_6280.jpg,2,Neutral
final_dataset\disgust_6286.jpg,2,Neutral
final_dataset\disgust_6283.jpg,4,Calm
final_dataset\disgust_6281.jpg,2,Neutral
final_dataset\disgust_6284.jpg,0,Surprised
final_dataset\disgust_6288.jpg,4,Calm
final_dataset\disgust_6289.jpg,3,Angry
final_dataset\disgust_6290.jpg,4,Calm
final_dataset\disgust_6285.jpg,4,Calm
final_dataset\disgust_6292.jpg,5,Sad
final_dataset\disgust_6291.jpg,4,Calm
final_dataset\disgust_6293.jpg,1,Stressed
final_dataset\disgust_6295.jpg,2,Neutral
final_dataset\disgust_6287.jpg,2,Neutral
final_dataset\disgust_6299.jpg,2,Neutral
final_dataset\disgust_6294.jpg,1,Stressed
final_dataset\disgust_6298.jpg,2,Neutral
final_dataset\disgust_6297.jpg,2,Neutral
final_dataset\disgust_6296.jpg,1,Stressed
final_dataset\disgust_6300.jpg,0,Surprised
final_dataset\disgust_6303.jpg,2,Neutral
final_dataset\disgust_6301.jpg,1,Stressed
final_dataset\disgust_6305.jpg,0,Surprised
final_dataset\disgust_6302.jpg,2,Neutral
final_dataset\disgust_6311.jpg,1,Stressed
final_dataset\disgust_6309.jpg,2,Neutral
final_dataset\disgust_6306.jpg,5,Sad
final_dataset\disgust_6304.jpg,4,Calm
final_dataset\disgust_6308.jpg,0,Surprised
final_dataset\disgust_6307.jpg,2,Neutral
final_dataset\disgust_6310.jpg,1,Stressed
final_dataset\disgust_6318.jpg,2,Neutral
final_dataset\disgust_6317.jpg,1,Stressed
final_dataset\disgust_6312.jpg,1,Stressed
final_dataset\disgust_6313.jpg,1,Stressed
final_dataset\disgust_6316.jpg,6,Happy
final_dataset\disgust_6314.jpg,0,Surprised
final_dataset\disgust_6315.jpg,1,Stressed
final_dataset\disgust_6323.jpg,2,Neutral
final_dataset\disgust_6321.jpg,2,Neutral
final_dataset\disgust_6319.jpg,4,Calm
final_dataset\disgust_6320.jpg,0,Surprised
final_dataset\disgust_6322.jpg,1,Stressed
final_dataset\disgust_6329.jpg,1,Stressed
final_dataset\disgust_6324.jpg,2,Neutral
final_dataset\disgust_6326.jpg,5,Sad
final_dataset\disgust_6330.jpg,4,Calm
final_dataset\disgust_6325.jpg,1,Stressed
final_dataset\disgust_6327.jpg,1,Stressed
final_dataset\disgust_6332.jpg,1,Stressed
final_dataset\disgust_6328.jpg,2,Neutral
final_dataset\disgust_6336.jpg,1,Stressed
final_dataset\disgust_6331.jpg,2,Neutral
final_dataset\disgust_6339.jpg,2,Neutral
final_dataset\disgust_6334.jpg,2,Neutral
final_dataset\disgust_6335.jpg,1,Stressed
final_dataset\disgust_6333.jpg,2,Neutral
final_dataset\disgust_6337.jpg,2,Neutral
final_dataset\disgust_6338.jpg,4,Calm
final_dataset\disgust_6346.jpg,4,Calm
final_dataset\disgust_6340.jpg,1,Stressed
final_dataset\disgust_6341.jpg,2,Neutral
final_dataset\disgust_6342.jpg,2,Neutral
final_dataset\disgust_6343.jpg,0,Surprised
final_dataset\disgust_6344.jpg,0,Surprised
final_dataset\disgust_6347.jpg,5,Sad
final_dataset\disgust_6345.jpg,0,Surprised
final_dataset\disgust_6348.jpg,2,Neutral
final_dataset\disgust_6352.jpg,1,Stressed
final_dataset\disgust_6349.jpg,2,Neutral
final_dataset\disgust_6356.jpg,1,Stressed
final_dataset\disgust_6351.jpg,4,Calm
final_dataset\disgust_6353.jpg,4,Calm
final_dataset\disgust_6350.jpg,2,Neutral
final_dataset\disgust_6355.jpg,0,Surprised
final_dataset\disgust_6357.jpg,3,Angry
final_dataset\disgust_6354.jpg,5,Sad
final_dataset\disgust_6361.jpg,2,Neutral
final_dataset\disgust_6364.jpg,1,Stressed
final_dataset\disgust_6366.jpg,0,Surprised
final_dataset\disgust_6363.jpg,3,Angry
final_dataset\disgust_6365.jpg,2,Neutral
final_dataset\disgust_6368.jpg,2,Neutral
final_dataset\disgust_6358.jpg,4,Calm
final_dataset\disgust_6367.jpg,1,Stressed
final_dataset\disgust_6360.jpg,2,Neutral
final_dataset\disgust_6359.jpg,1,Stressed
final_dataset\disgust_6369.jpg,2,Neutral
final_dataset\disgust_6362.jpg,2,Neutral
final_dataset\disgust_6375.jpg,3,Angry
final_dataset\disgust_6371.jpg,0,Surprised
final_dataset\disgust_6370.jpg,5,Sad
final_dataset\disgust_6372.jpg,2,Neutral
final_dataset\disgust_6373.jpg,2,Neutral
final_dataset\disgust_6376.jpg,6,Happy
final_dataset\disgust_6374.jpg,4,Calm
final_dataset\disgust_6378.jpg,2,Neutral
final_dataset\disgust_6377.jpg,2,Neutral
final_dataset\disgust_6381.jpg,2,Neutral
final_dataset\disgust_6382.jpg,1,Stressed
final_dataset\disgust_6379.jpg,2,Neutral
final_dataset\disgust_6385.jpg,4,Calm
final_dataset\disgust_6380.jpg,3,Angry
final_dataset\disgust_6383.jpg,2,Neutral
final_dataset\disgust_6384.jpg,2,Neutral
final_dataset\disgust_6386.jpg,2,Neutral
final_dataset\disgust_6387.jpg,2,Neutral
final_dataset\disgust_6389.jpg,2,Neutral
final_dataset\disgust_6392.jpg,0,Surprised
final_dataset\disgust_6395.jpg,2,Neutral
final_dataset\disgust_6391.jpg,2,Neutral
final_dataset\disgust_6390.jpg,2,Neutral
final_dataset\disgust_6388.jpg,1,Stressed
final_dataset\disgust_6393.jpg,1,Stressed
final_dataset\disgust_6400.jpg,2,Neutral
final_dataset\disgust_6394.jpg,2,Neutral
final_dataset\disgust_6396.jpg,4,Calm
final_dataset\disgust_6397.jpg,2,Neutral
final_dataset\disgust_6398.jpg,3,Angry
final_dataset\disgust_6399.jpg,1,Stressed
final_dataset\disgust_6402.jpg,4,Calm
final_dataset\disgust_6401.jpg,2,Neutral
final_dataset\disgust_6403.jpg,4,Calm
final_dataset\disgust_6406.jpg,3,Angry
final_dataset\disgust_6404.jpg,4,Calm
final_dataset\disgust_6410.jpg,4,Calm
final_dataset\disgust_6405.jpg,1,Stressed
final_dataset\disgust_6407.jpg,1,Stressed
final_dataset\disgust_6409.jpg,4,Calm
final_dataset\disgust_6408.jpg,0,Surprised
final_dataset\disgust_6417.jpg,2,Neutral
final_dataset\disgust_6411.jpg,2,Neutral
final_dataset\disgust_6412.jpg,4,Calm
final_dataset\disgust_6413.jpg,2,Neutral
final_dataset\disgust_6415.jpg,4,Calm
final_dataset\disgust_6421.jpg,2,Neutral
final_dataset\disgust_6414.jpg,4,Calm
final_dataset\disgust_6419.jpg,0,Surprised
final_dataset\disgust_6416.jpg,0,Surprised
final_dataset\disgust_6423.jpg,3,Angry
final_dataset\disgust_6418.jpg,1,Stressed
final_dataset\disgust_6424.jpg,6,Happy
final_dataset\disgust_6427.jpg,1,Stressed
final_dataset\disgust_6420.jpg,1,Stressed
final_dataset\disgust_6428.jpg,4,Calm
final_dataset\disgust_6422.jpg,2,Neutral
final_dataset\disgust_6425.jpg,1,Stressed
final_dataset\disgust_6426.jpg,4,Calm
final_dataset\disgust_6431.jpg,4,Calm
final_dataset\disgust_6429.jpg,2,Neutral
final_dataset\disgust_6433.jpg,2,Neutral
final_dataset\disgust_6430.jpg,2,Neutral
final_dataset\disgust_6432.jpg,2,Neutral
final_dataset\disgust_6437.jpg,1,Stressed
final_dataset\disgust_6434.jpg,4,Calm
final_dataset\disgust_6435.jpg,3,Angry
final_dataset\disgust_6436.jpg,1,Stressed
final_dataset\disgust_6441.jpg,2,Neutral
final_dataset\disgust_6439.jpg,2,Neutral
final_dataset\disgust_6438.jpg,2,Neutral
final_dataset\disgust_6444.jpg,3,Angry
final_dataset\disgust_6440.jpg,2,Neutral
final_dataset\disgust_6442.jpg,2,Neutral
final_dataset\disgust_6445.jpg,4,Calm
final_dataset\disgust_6449.jpg,2,Neutral
final_dataset\disgust_6450.jpg,2,Neutral
final_dataset\disgust_6443.jpg,4,Calm
final_dataset\disgust_6452.jpg,2,Neutral
final_dataset\disgust_6446.jpg,3,Angry
final_dataset\disgust_6447.jpg,2,Neutral
final_dataset\disgust_6448.jpg,0,Surprised
final_dataset\disgust_6454.jpg,1,Stressed
final_dataset\disgust_6456.jpg,2,Neutral
final_dataset\disgust_6457.jpg,2,Neutral
final_dataset\disgust_6451.jpg,2,Neutral
final_dataset\disgust_6453.jpg,2,Neutral
final_dataset\disgust_6455.jpg,2,Neutral
final_dataset\disgust_6462.jpg,4,Calm
final_dataset\disgust_6458.jpg,4,Calm
final_dataset\disgust_6465.jpg,4,Calm
final_dataset\disgust_6464.jpg,1,Stressed
final_dataset\disgust_6460.jpg,4,Calm
final_dataset\disgust_6459.jpg,2,Neutral
final_dataset\disgust_6461.jpg,2,Neutral
final_dataset\disgust_6463.jpg,5,Sad
final_dataset\disgust_6470.jpg,1,Stressed
final_dataset\disgust_6466.jpg,0,Surprised
final_dataset\disgust_6469.jpg,2,Neutral
final_dataset\disgust_6473.jpg,0,Surprised
final_dataset\disgust_6467.jpg,0,Surprised
final_dataset\disgust_6468.jpg,0,Surprised
final_dataset\disgust_6471.jpg,4,Calm
final_dataset\disgust_6472.jpg,4,Calm
final_dataset\disgust_6475.jpg,4,Calm
final_dataset\disgust_6474.jpg,4,Calm
final_dataset\disgust_6481.jpg,4,Calm
final_dataset\disgust_6477.jpg,1,Stressed
final_dataset\disgust_6479.jpg,4,Calm
final_dataset\disgust_6478.jpg,2,Neutral
final_dataset\disgust_6480.jpg,4,Calm
final_dataset\disgust_6476.jpg,1,Stressed
final_dataset\disgust_6485.jpg,1,Stressed
final_dataset\disgust_6489.jpg,2,Neutral
final_dataset\disgust_6486.jpg,2,Neutral
final_dataset\disgust_6487.jpg,2,Neutral
final_dataset\disgust_6482.jpg,4,Calm
final_dataset\disgust_6488.jpg,2,Neutral
final_dataset\disgust_6483.jpg,0,Surprised
final_dataset\disgust_6484.jpg,1,Stressed
final_dataset\disgust_6490.jpg,2,Neutral
final_dataset\disgust_6492.jpg,2,Neutral
final_dataset\disgust_6491.jpg,4,Calm
final_dataset\disgust_6497.jpg,0,Surprised
final_dataset\disgust_6493.jpg,2,Neutral
final_dataset\disgust_6494.jpg,2,Neutral
final_dataset\disgust_6495.jpg,2,Neutral
final_dataset\disgust_6496.jpg,2,Neutral
final_dataset\disgust_6501.jpg,2,Neutral
final_dataset\disgust_6498.jpg,2,Neutral
final_dataset\disgust_6500.jpg,2,Neutral
final_dataset\disgust_6499.jpg,2,Neutral
final_dataset\disgust_6502.jpg,2,Neutral
final_dataset\disgust_6505.jpg,2,Neutral
final_dataset\disgust_6506.jpg,2,Neutral
final_dataset\disgust_6503.jpg,0,Surprised
final_dataset\disgust_6504.jpg,2,Neutral
final_dataset\disgust_6510.jpg,2,Neutral
final_dataset\disgust_6507.jpg,2,Neutral
final_dataset\disgust_6515.jpg,2,Neutral
final_dataset\disgust_6509.jpg,2,Neutral
final_dataset\disgust_6511.jpg,4,Calm
final_dataset\disgust_6508.jpg,2,Neutral
final_dataset\disgust_6513.jpg,0,Surprised
final_dataset\disgust_6512.jpg,1,Stressed
final_dataset\disgust_6514.jpg,1,Stressed
final_dataset\disgust_6516.jpg,2,Neutral
final_dataset\disgust_6523.jpg,5,Sad
final_dataset\disgust_6519.jpg,0,Surprised
final_dataset\disgust_6517.jpg,0,Surprised
final_dataset\disgust_6524.jpg,2,Neutral
final_dataset\disgust_6525.jpg,2,Neutral
final_dataset\disgust_6520.jpg,4,Calm
final_dataset\disgust_6518.jpg,0,Surprised
final_dataset\disgust_6522.jpg,4,Calm
final_dataset\disgust_6521.jpg,2,Neutral
final_dataset\disgust_6527.jpg,4,Calm
final_dataset\disgust_6531.jpg,4,Calm
final_dataset\disgust_6532.jpg,1,Stressed
final_dataset\disgust_6533.jpg,1,Stressed
final_dataset\disgust_6537.jpg,2,Neutral
final_dataset\disgust_6526.jpg,4,Calm
final_dataset\disgust_6529.jpg,5,Sad
final_dataset\disgust_6536.jpg,1,Stressed
final_dataset\disgust_6535.jpg,3,Angry
final_dataset\disgust_6528.jpg,0,Surprised
final_dataset\disgust_6530.jpg,2,Neutral
final_dataset\disgust_6534.jpg,2,Neutral
final_dataset\disgust_6539.jpg,2,Neutral
final_dataset\disgust_6545.jpg,6,Happy
final_dataset\disgust_6546.jpg,4,Calm
final_dataset\disgust_6538.jpg,1,Stressed
final_dataset\disgust_6541.jpg,2,Neutral
final_dataset\disgust_6540.jpg,1,Stressed
final_dataset\disgust_6543.jpg,2,Neutral
final_dataset\disgust_6542.jpg,2,Neutral
final_dataset\disgust_6547.jpg,1,Stressed
final_dataset\disgust_6549.jpg,4,Calm
final_dataset\disgust_6544.jpg,2,Neutral
final_dataset\disgust_6548.jpg,4,Calm
final_dataset\disgust_6556.jpg,1,Stressed
final_dataset\disgust_6554.jpg,2,Neutral
final_dataset\disgust_6550.jpg,1,Stressed
final_dataset\disgust_6552.jpg,1,Stressed
final_dataset\disgust_6551.jpg,0,Surprised
final_dataset\disgust_6553.jpg,1,Stressed
final_dataset\disgust_6555.jpg,4,Calm
final_dataset\disgust_6558.jpg,4,Calm
final_dataset\disgust_6563.jpg,2,Neutral
final_dataset\disgust_6557.jpg,0,Surprised
final_dataset\disgust_6559.jpg,1,Stressed
final_dataset\disgust_6564.jpg,4,Calm
final_dataset\disgust_6565.jpg,0,Surprised
